acc_x,acc_y,label
0.0135,0.977,bench
-0.0014999999999999996,0.9704999999999999,bench
0.0013333333333333333,0.9716666666666667,bench
-0.024,0.957,bench
-0.027999999999999997,0.9576666666666666,bench
-0.026000000000000002,0.965,bench
-0.048666666666666664,0.79,bench
-0.16999999999999998,0.8995,bench
-0.22266666666666668,0.907,bench
-0.20450000000000002,0.9299999999999999,bench
-0.205,1.4046666666666667,bench
-0.1635,0.996,bench
-0.22066666666666668,0.904,bench
-0.222,0.9464999999999999,bench
-0.18433333333333335,0.9913333333333333,bench
-0.07350000000000001,0.762,bench
-0.011000000000000001,0.8506666666666667,bench
-0.0525,1.025,bench
-0.065,0.9553333333333334,bench
-0.0535,0.9655,bench
-0.04066666666666666,0.9899999999999999,bench
-0.0475,0.961,bench
-0.054,0.9463333333333334,bench
-0.0535,0.7685,bench
-0.128,0.8453333333333334,bench
-0.1915,0.9179999999999999,bench
-0.17966666666666667,0.9666666666666667,bench
-0.22,1.557,bench
-0.18200000000000002,0.9276666666666668,bench
-0.2195,0.904,bench
-0.225,0.9416666666666668,bench
-0.193,0.986,bench
-0.10933333333333334,0.8886666666666666,bench
-0.010499999999999999,0.6180000000000001,bench
-0.06933333333333334,1.09,bench
-0.06,0.9235,bench
-0.04466666666666667,0.975,bench
-0.038,0.9764999999999999,bench
-0.041666666666666664,0.979,bench
-0.051000000000000004,0.9675,bench
-0.058666666666666666,0.9693333333333333,bench
-0.05499999999999999,0.872,bench
-0.10033333333333334,0.781,bench
-0.2,0.9005000000000001,bench
-0.247,0.9169999999999999,bench
-0.269,1.2325,bench
-0.24566666666666667,1.1846666666666665,bench
-0.1795,0.8614999999999999,bench
-0.20633333333333334,0.9296666666666668,bench
-0.2615,0.9275,bench
-0.27,0.957,bench
-0.1985,0.995,bench
-0.08800000000000001,0.789,bench
-0.0165,0.8540000000000001,bench
-0.03133333333333333,0.9926666666666667,bench
-0.05,0.9929999999999999,bench
-0.037,0.9833333333333334,bench
-0.026000000000000002,0.948,bench
-0.05566666666666667,0.9916666666666666,bench
-0.0475,0.955,bench
-0.056,0.9826666666666667,bench
-0.0635,0.9339999999999999,bench
-0.06966666666666667,0.758,bench
-0.1585,0.88,bench
-0.211,0.9313333333333333,bench
-0.20700000000000002,1.0265,bench
-0.27799999999999997,1.3933333333333333,bench
-0.225,0.8245,bench
-0.2683333333333333,0.8936666666666667,bench
-0.26949999999999996,0.92,bench
-0.25633333333333336,0.9653333333333333,bench
-0.191,1.0314999999999999,bench
-0.08866666666666667,0.7876666666666666,bench
-0.019,0.865,bench
-0.06233333333333333,1.0136666666666667,bench
-0.054,0.9815,bench
-0.03866666666666667,0.9563333333333333,bench
-0.0375,0.9874999999999999,bench
-0.044000000000000004,0.9686666666666666,bench
-0.045,0.9815,bench
-0.04533333333333334,0.9586666666666667,bench
-0.051,0.979,bench
-0.050333333333333334,0.976,bench
-0.034,0.9365,bench
-0.052333333333333336,0.9803333333333333,bench
0.0036666666666666666,0.9663333333333334,bench
-0.0125,0.9624999999999999,bench
-0.028,0.867,bench
-0.062,0.873,bench
-0.09666666666666666,0.9043333333333333,bench
-0.11549999999999999,0.963,bench
-0.10433333333333333,1.11,bench
-0.1565,1.323,bench
-0.152,0.9333333333333332,bench
-0.158,0.9430000000000001,bench
-0.131,0.9506666666666667,bench
-0.0995,0.9524999999999999,bench
-0.027333333333333334,0.848,bench
0.018000000000000002,0.925,bench
0.007666666666666666,0.9546666666666667,bench
-0.0075,0.8915,bench
-0.06033333333333333,0.8276666666666667,bench
-0.111,0.895,bench
-0.11466666666666665,0.9226666666666666,bench
-0.1015,1.325,bench
-0.147,1.1366666666666667,bench
-0.1805,0.902,bench
-0.19200000000000003,0.9183333333333333,bench
-0.16849999999999998,0.949,bench
-0.11433333333333333,0.9716666666666667,bench
-0.013,0.7955,bench
0.006000000000000001,0.9279999999999999,bench
-0.0185,0.9615,bench
-0.02466666666666667,0.9603333333333333,bench
-0.040999999999999995,0.8400000000000001,bench
-0.09066666666666667,0.8456666666666667,bench
-0.1355,0.8714999999999999,bench
-0.13833333333333334,0.9396666666666667,bench
-0.16649999999999998,1.423,bench
-0.17666666666666667,1.0553333333333332,bench
-0.1885,0.886,bench
-0.18600000000000003,0.9233333333333333,bench
-0.16299999999999998,0.957,bench
-0.109,0.9666666666666667,bench
-0.018500000000000003,0.965,bench
0.017333333333333336,0.8053333333333333,bench
0.014499999999999999,1.018,bench
0.017,0.9703333333333334,bench
0.0155,0.963,bench
-0.012333333333333333,0.9566666666666667,bench
-0.0225,0.9075,bench
-0.05266666666666667,0.8326666666666666,bench
-0.11,0.8685,bench
-0.13466666666666666,0.895,bench
-0.122,1.1145,bench
-0.16566666666666666,1.2956666666666667,bench
-0.172,0.878,bench
-0.19399999999999998,0.9103333333333333,bench
-0.1775,0.928,bench
-0.19000000000000003,0.955,bench
-0.17099999999999999,0.977,bench
-0.11466666666666665,0.9883333333333333,bench
-0.0115,0.8105,bench
0.017666666666666667,0.9476666666666667,bench
0.002,0.933,bench
-0.004,0.9743333333333334,bench
-0.01,0.9635,bench
-0.024666666666666667,0.8809999999999999,bench
-0.0785,0.847,bench
-0.124,0.8733333333333334,bench
-0.17149999999999999,0.908,bench
-0.17400000000000002,1.0926666666666667,bench
-0.2195,1.4024999999999999,bench
-0.19200000000000003,0.8716666666666667,bench
-0.227,0.891,bench
-0.22,0.9250000000000002,bench
-0.186,0.9445,bench
-0.14466666666666667,0.951,bench
-0.08,0.952,bench
-0.034999999999999996,0.9223333333333333,bench
0.026000000000000002,0.8634999999999999,bench
0.05466666666666667,0.975,bench
0.055,0.978,bench
0.03866666666666667,0.9676666666666667,bench
0.018500000000000003,0.9724999999999999,bench
0.019666666666666666,0.9703333333333334,bench
0.0095,0.9575,bench
0.021,0.966,bench
0.0325,0.98,bench
0.002,0.8535,bench
-0.06766666666666667,0.7949999999999999,bench
-0.21200000000000002,0.901,bench
-0.2456666666666667,0.9076666666666666,bench
-0.241,1.1655,bench
-0.216,1.3006666666666666,bench
-0.23149999999999998,0.894,bench
-0.26699999999999996,0.9233333333333333,bench
-0.252,0.9325,bench
-0.2346666666666667,1.0039999999999998,bench
-0.1155,0.8815,bench
-0.005,0.7746666666666666,bench
-0.066,1.048,bench
-0.09133333333333334,0.6786666666666666,bench
-0.16649999999999998,0.9279999999999999,bench
-0.2703333333333333,0.9369999999999999,bench
-0.323,1.216,bench
-0.2813333333333333,1.2593333333333334,bench
-0.23099999999999998,0.8665,bench
-0.245,0.9423333333333334,bench
-0.22549999999999998,0.9325,bench
-0.15933333333333333,1.0236666666666665,bench
-0.0655,0.671,bench
-0.011333333333333334,0.9803333333333334,bench
-0.020999999999999998,0.7265,bench
-0.11499999999999999,0.7046666666666667,bench
-0.274,1.0025,bench
-0.24533333333333332,1.2293333333333332,bench
-0.2615,1.3900000000000001,bench
-0.19733333333333333,0.823,bench
-0.24,0.9225,bench
-0.25466666666666665,0.963,bench
-0.2645,0.9715,bench
-0.218,0.9776666666666666,bench
-0.104,0.862,bench
-0.002999999999999998,0.8396666666666667,bench
-0.0625,0.8460000000000001,bench
-0.12566666666666668,0.703,bench
-0.27849999999999997,0.9924999999999999,bench
-0.2763333333333333,1.187,bench
-0.2885,1.395,bench
-0.206,0.8300000000000001,bench
-0.2595,0.905,bench
-0.26333333333333336,0.9513333333333334,bench
-0.22,0.9664999999999999,bench
-0.164,1.0456666666666667,bench
-0.0005000000000000004,0.849,bench
0.041666666666666664,0.7803333333333334,bench
-0.028999999999999998,1.1005,bench
-0.02,0.9423333333333334,bench
-0.006999999999999999,0.992,bench
-0.012333333333333335,0.9596666666666667,bench
-0.0375,0.966,bench
-0.03666666666666667,0.9286666666666666,bench
-0.061,0.6895,bench
-0.166,0.8926666666666666,bench
-0.232,0.9205,bench
-0.3013333333333333,1.3916666666666666,bench
-0.254,1.0615,bench
-0.21066666666666667,0.8343333333333334,bench
-0.2615,0.887,bench
-0.26233333333333336,0.9486666666666667,bench
-0.2455,0.961,bench
-0.227,0.9883333333333333,bench
-0.183,1.0179999999999998,bench
-0.08900000000000001,0.8450000000000001,bench
0.0,0.7665,bench
-0.039,1.0456666666666667,bench
-0.03,0.9755,bench
-0.017666666666666667,0.9733333333333333,bench
-0.004,0.985,bench
-0.005,0.9684999999999999,bench
-0.009000000000000001,0.9259999999999999,bench
-0.03966666666666666,0.8246666666666668,bench
-0.10400000000000001,0.893,bench
-0.14233333333333334,0.9203333333333333,bench
-0.129,0.9510000000000001,bench
-0.15633333333333332,1.3323333333333334,bench
-0.176,0.9445,bench
-0.19333333333333333,0.9359999999999999,bench
-0.182,0.9305,bench
-0.14733333333333334,0.9476666666666667,bench
-0.08299999999999999,0.9635,bench
-0.021666666666666667,0.7766666666666667,bench
-0.0335,1.0125,bench
-0.017333333333333336,0.9663333333333334,bench
-0.0195,0.7989999999999999,bench
-0.09066666666666667,0.8453333333333334,bench
-0.1475,0.8745,bench
-0.14866666666666664,1.027,bench
-0.20400000000000001,1.524,bench
-0.18566666666666667,0.9206666666666666,bench
-0.201,0.9055,bench
-0.18000000000000002,0.9359999999999999,bench
-0.155,0.9675,bench
-0.09366666666666668,0.91,bench
-0.014,0.7495,bench
-0.017666666666666667,0.9783333333333334,bench
-0.022,0.8035,bench
-0.08466666666666667,0.8370000000000001,bench
-0.135,0.893,bench
-0.11566666666666665,1.032,bench
-0.14650000000000002,1.52,bench
-0.164,0.9106666666666667,bench
-0.195,0.906,bench
-0.19999999999999998,0.932,bench
-0.183,0.9624999999999999,bench
-0.123,0.96,bench
-0.039,0.7835000000000001,bench
-0.019333333333333334,0.9550000000000001,bench
-0.006500000000000001,0.7815000000000001,bench
-0.07433333333333332,0.8490000000000001,bench
-0.127,0.872,bench
-0.15566666666666668,0.953,bench
-0.1985,1.4769999999999999,bench
-0.18533333333333335,1.0036666666666667,bench
-0.2175,0.873,bench
-0.21166666666666667,0.9,bench
-0.2015,0.933,bench
-0.18233333333333335,0.9476666666666667,bench
-0.1575,0.983,bench
-0.09000000000000001,0.947,bench
-0.023,0.9055,bench
0.013,0.9133333333333334,bench
-0.01,0.9625,bench
-0.016,0.9693333333333333,bench
-0.023,0.9724999999999999,bench
-0.037,0.8689999999999999,bench
-0.0875,0.8354999999999999,bench
-0.12833333333333333,0.8706666666666667,bench
-0.183,0.9035,bench
-0.164,1.168,bench
-0.1815,1.2965,bench
-0.19866666666666666,0.8746666666666667,bench
-0.22949999999999998,0.9015,bench
-0.21433333333333335,0.9096666666666667,bench
-0.2065,0.9359999999999999,bench
-0.18966666666666665,0.9566666666666667,bench
-0.1505,0.961,bench
-0.09133333333333334,0.9636666666666667,bench
-0.025,0.843,bench
0.017666666666666667,0.9553333333333334,bench
0.033,0.987,bench
-0.0625,0.901,ohp
-0.08066666666666666,1.0806666666666667,ohp
-0.1375,1.314,ohp
-0.23466666666666666,0.9103333333333333,ohp
-0.337,0.861,ohp
-0.327,0.9166666666666666,ohp
-0.232,0.8875,ohp
-0.11333333333333333,0.7240000000000001,ohp
-0.11349999999999999,0.9275,ohp
-0.14566666666666664,0.749,ohp
-0.219,0.8465,ohp
-0.25166666666666665,0.9526666666666667,ohp
-0.1805,1.095,ohp
-0.076,1.2146666666666668,ohp
0.0045,0.8955,ohp
-0.05266666666666667,1.2086666666666668,ohp
-0.16849999999999998,1.1915,ohp
-0.2773333333333333,0.892,ohp
-0.312,0.8445,ohp
-0.26566666666666666,0.8543333333333333,ohp
-0.1375,0.74,ohp
-0.11766666666666666,0.8706666666666667,ohp
-0.1365,0.736,ohp
-0.23166666666666666,0.8373333333333334,ohp
-0.28300000000000003,0.8825000000000001,ohp
-0.25066666666666665,1.0066666666666666,ohp
-0.157,1.138,ohp
-0.09566666666666668,1.1306666666666667,ohp
-0.0925,0.9784999999999999,ohp
-0.09466666666666668,0.85,ohp
-0.1945,1.3780000000000001,ohp
-0.25433333333333336,1.0903333333333334,ohp
-0.3265,0.8225,ohp
-0.3333333333333333,0.8649999999999999,ohp
-0.26249999999999996,0.8995,ohp
-0.13,0.7313333333333333,ohp
-0.136,0.9339999999999999,ohp
-0.12933333333333333,0.7406666666666667,ohp
-0.196,0.8049999999999999,ohp
-0.237,0.9173333333333332,ohp
-0.174,1.1055000000000001,ohp
-0.09033333333333333,1.2806666666666666,ohp
-0.0615,0.935,ohp
-0.06533333333333334,0.8733333333333334,ohp
-0.12,1.416,ohp
-0.20933333333333334,1.0076666666666667,ohp
-0.34299999999999997,0.8525,ohp
-0.37766666666666665,0.8603333333333333,ohp
-0.34099999999999997,0.889,ohp
-0.20933333333333334,0.8223333333333334,ohp
-0.0935,0.821,ohp
-0.104,0.883,ohp
-0.15,0.7905,ohp
-0.238,0.8543333333333333,ohp
-0.2455,0.871,ohp
-0.223,1.0596666666666668,ohp
-0.189,1.2515,ohp
-0.11533333333333333,0.9780000000000001,ohp
-0.0995,0.8160000000000001,ohp
-0.19666666666666666,1.3506666666666665,ohp
-0.2455,0.937,ohp
-0.3356666666666667,0.8603333333333333,ohp
-0.3375,0.8554999999999999,ohp
-0.30833333333333335,0.8956666666666667,ohp
-0.20800000000000002,0.913,ohp
-0.09133333333333334,0.7803333333333334,ohp
-0.08449999999999999,0.9835,ohp
-0.10166666666666667,0.7576666666666667,ohp
-0.1895,0.808,ohp
-0.25633333333333336,0.923,ohp
-0.169,1.077,ohp
-0.06233333333333333,1.201,ohp
0.0225,1.0365,ohp
0.0,0.9536666666666666,ohp
-0.011,0.9864999999999999,ohp
-0.039,0.977,ohp
-0.156,0.9443333333333334,ohp
-0.1605,0.9975,ohp
-0.274,1.247,ohp
-0.3195,0.8744999999999999,ohp
-0.329,0.7476666666666666,ohp
-0.357,0.7855,ohp
-0.39666666666666667,0.9176666666666667,ohp
-0.33599999999999997,0.998,ohp
-0.10833333333333334,0.5716666666666667,ohp
-0.192,1.172,ohp
-0.11399999999999999,0.883,ohp
-0.121,0.984,ohp
-0.141,0.9646666666666667,ohp
-0.158,0.9475,ohp
-0.15533333333333332,0.949,ohp
-0.11699999999999999,0.9485,ohp
-0.12633333333333333,0.9659999999999999,ohp
-0.1005,0.698,ohp
-0.2373333333333333,0.7613333333333333,ohp
-0.2935,0.819,ohp
-0.36366666666666664,0.9026666666666666,ohp
-0.421,0.97,ohp
-0.313,0.9843333333333333,ohp
-0.311,1.387,ohp
-0.355,1.0656666666666668,ohp
-0.33499999999999996,0.8385,ohp
-0.33266666666666667,0.7003333333333334,ohp
-0.34099999999999997,0.81,ohp
-0.29000000000000004,0.8643333333333333,ohp
-0.1335,0.6575,ohp
-0.16866666666666666,0.9963333333333333,ohp
-0.096,0.469,ohp
-0.37433333333333335,0.9213333333333332,ohp
-0.3575,0.8895,ohp
-0.428,0.8686666666666666,ohp
-0.489,0.9635,ohp
-0.355,0.9129999999999999,ohp
-0.2855,1.044,ohp
-0.3866666666666667,1.2366666666666666,ohp
-0.377,0.9075,ohp
-0.36200000000000004,0.806,ohp
-0.3685,0.8335,ohp
-0.251,0.7283333333333334,ohp
-0.16249999999999998,0.6965,ohp
-0.17700000000000002,0.9706666666666667,ohp
-0.16599999999999998,0.9635,ohp
-0.16066666666666665,0.5933333333333334,ohp
-0.39649999999999996,0.9475,ohp
-0.36866666666666664,0.8663333333333334,ohp
-0.38,0.8035000000000001,ohp
-0.4023333333333334,0.9500000000000001,ohp
-0.3315,0.9655,ohp
-0.264,0.9446666666666665,ohp
-0.29000000000000004,1.2435,ohp
-0.335,1.0846666666666667,ohp
-0.33699999999999997,0.868,ohp
-0.3713333333333333,0.8086666666666668,ohp
-0.401,0.774,ohp
-0.35766666666666663,0.8406666666666666,ohp
-0.20900000000000002,0.8280000000000001,ohp
-0.17166666666666666,0.8109999999999999,ohp
-0.21350000000000002,0.911,ohp
-0.15433333333333332,0.9580000000000001,ohp
-0.183,0.9515,ohp
-0.21133333333333335,0.7953333333333333,ohp
-0.2715,0.7150000000000001,ohp
-0.3893333333333333,0.7983333333333333,ohp
-0.4245,0.897,ohp
-0.41533333333333333,0.9596666666666667,ohp
-0.372,1.0154999999999998,ohp
-0.29433333333333334,1.0336666666666667,ohp
-0.3285,1.2919999999999998,ohp
-0.3396666666666666,0.9550000000000001,ohp
-0.347,0.855,ohp
-0.4693333333333333,0.8146666666666667,ohp
-0.472,0.8185,ohp
-0.40066666666666667,0.8146666666666667,ohp
-0.3195,0.753,ohp
-0.247,0.8266666666666667,ohp
-0.159,0.9235,ohp
-0.238,0.8726666666666666,ohp
-0.1915,0.6475,ohp
-0.30866666666666664,0.8109999999999999,ohp
-0.3095,0.868,ohp
-0.304,0.9420000000000001,ohp
-0.244,1.0735000000000001,ohp
-0.12366666666666666,1.0676666666666665,ohp
-0.0865,0.9774999999999999,ohp
-0.15466666666666665,1.2633333333333334,ohp
-0.2375,1.039,ohp
-0.318,0.828,ohp
-0.3435,0.883,ohp
-0.316,0.9086666666666666,ohp
-0.2175,0.772,ohp
-0.133,0.8333333333333334,ohp
-0.1625,0.7125,ohp
-0.2383333333333333,0.7703333333333333,ohp
-0.306,0.9275,ohp
-0.25833333333333336,1.0223333333333333,ohp
-0.1845,1.3205,ohp
-0.05266666666666667,0.9143333333333334,ohp
-0.087,1.2774999999999999,ohp
-0.22633333333333336,1.1643333333333332,ohp
-0.301,0.882,ohp
-0.28200000000000003,0.8433333333333333,ohp
-0.2865,0.8905000000000001,ohp
-0.14566666666666667,0.7633333333333333,ohp
-0.1265,0.8975,ohp
-0.15133333333333332,0.7213333333333333,ohp
-0.2485,0.8315,ohp
-0.289,0.919,ohp
-0.27449999999999997,1.022,ohp
-0.18633333333333332,1.2413333333333334,ohp
-0.091,0.9375,ohp
-0.168,1.1173333333333335,ohp
-0.23249999999999998,1.1315,ohp
-0.3336666666666666,0.9046666666666666,ohp
-0.345,0.8815,ohp
-0.2936666666666667,0.9049999999999999,ohp
-0.2015,0.917,ohp
-0.11833333333333333,0.7106666666666667,ohp
-0.14950000000000002,0.9249999999999999,ohp
-0.19133333333333336,0.725,ohp
-0.30400000000000005,0.8454999999999999,ohp
-0.3213333333333333,0.9533333333333335,ohp
-0.3085,1.155,ohp
-0.26066666666666666,1.1533333333333333,ohp
-0.16649999999999998,0.7669999999999999,ohp
-0.17266666666666666,1.1556666666666666,ohp
-0.278,1.1895,ohp
-0.35033333333333333,0.8996666666666666,ohp
-0.35,0.845,ohp
-0.332,0.8696666666666667,ohp
-0.27549999999999997,0.9105000000000001,ohp
-0.14066666666666666,0.7576666666666667,ohp
-0.16899999999999998,0.8825000000000001,ohp
-0.17500000000000002,0.746,ohp
-0.263,0.87,ohp
-0.296,0.94,ohp
-0.276,1.0514999999999999,ohp
-0.23866666666666667,1.2146666666666668,ohp
-0.155,0.8105,ohp
-0.18733333333333335,1.1173333333333335,ohp
-0.243,1.213,ohp
-0.329,0.8606666666666666,ohp
-0.362,0.8135,ohp
-0.37166666666666665,0.8813333333333334,ohp
-0.351,0.906,ohp
-0.2826666666666667,0.9033333333333333,ohp
-0.1605,0.802,ohp
-0.13733333333333334,0.8753333333333333,ohp
-0.136,0.986,ohp
-0.16499999999999998,0.956,ohp
-0.157,0.9443333333333334,ohp
-0.1555,0.8480000000000001,ohp
-0.20366666666666666,1.3780000000000001,ohp
-0.31,1.1155,ohp
-0.2823333333333333,0.765,ohp
